Price,Sq Ft,Bedrooms,Full Bath,Half Bath,Property Type,Lot Size,Year Built,Town/City,Town/City Median Income
590000.0,5900, 4 ,2.0,0.0, Single Family ,0.14,1960.0,Massapequa,109697
599000.0,7500, 3 ,1.0,1.0, Single Family ,0.17,1965.0,Massapequa,109697
564950.0,6968, 3 ,3.0,0.0, Single Family ,0.16,1927.0,Amityville,80155
315000.0,1214, 3 ,2.0,0.0, Single Family ,0.29,1960.0,Massapequa,109697
799000.0,8000, 4 ,2.0,1.0, Single Family ,0.18,1956.0,Massapequa,109697
649999.0,1722, 5 ,2.0,0.0, Single Family ,0.14,1956.0,Massapequa Park,118445
585000.0,1931, 4 ,2.0,0.0, Single Family ,0.24,1954.0,Amityville,80155
1475000.0,3650, 5 ,4.0,1.0, Single Family ,0.23,2023.0,Massapequa,109697
450000.0,5720, 4 ,2.0,1.0, Single Family ,0.13,1956.0,Massapequa,109697
619000.0,6000, 3 ,1.0,0.0, Single Family ,0.14,1962.0,Bethpage,102870
515000.0,1076, 3 ,1.0,0.0, Single Family ,0.14,1954.0,Bethpage,102870
729000.0,1400, 4 ,2.0,0.0, Single Family ,0.14,1957.0,Bethpage,102870
799000.0,1700, 4 ,2.0,0.0, Single Family ,0.2,1951.0,Bethpage,102870
1428888.0,3150, 5 ,3.0,0.0, Single Family ,0.16,2024.0,Bethpage,102870
1498888.0,3350, 5 ,3.0,0.0, Single Family ,0.17,2024.0,Bethpage,102870
1299000.0,3200, 6 ,4.0,1.0, Single Family ,0.17,1951.0,Bethpage,102870
759000.0,10625, 3 ,3.0,0.0, Single Family ,0.24,1953.0,Bethpage,102870
1448888.0,3200, 6 ,3.0,1.0, Single Family ,0.17,2024.0,Bethpage,102870
1438888.0,17675, 5 ,3.0,1.0, Single Family ,0.41,2024.0,Bethpage,102870
699000.0,1819, 5 ,3.0,0.0, Single Family ,0.14,1959.0,Bethpage,102870
849000.0,1700, 4 ,2.0,0.0, Single Family ,0.14,1959.0,Bethpage,102870
1438888.0,3200, 5 ,3.0,1.0, Single Family ,0.16,2024.0,Bethpage,102870
1438888.0,3200, 5 ,3.0,1.0, Single Family ,0.17,2024.0,Bethpage,102870
765000.0,12001, 4 ,2.0,1.0, Single Family ,0.28,1961.0,Bethpage,102870
749999.0,6000, 3 ,1.0,1.0, Single Family ,0.14,1958.0,Bethpage,102870
924888.0,2200, 5 ,2.0,0.0, Single Family ,0.18,1950.0,Bethpage,102870
939000.0,6875, 6 ,2.0,0.0, Single Family ,0.16,1953.0,Bethpage,102870
1099000.0,2690, 5 ,3.0,0.0, Single Family ,0.39,1952.0,Bethpage,102870
750000.0,7150, 5 ,3.0,0.0, Single Family ,0.16,1983.0,Bethpage,102870
769000.0,1950, 4 ,2.0,1.0, Single Family ,0.18,1965.0,Bethpage,102870
899900.0,11199, 3 ,2.0,0.0, Single Family ,0.26,1955.0,Bethpage,102870
850000.0,7500, 4 ,3.0,0.0, Single Family ,0.17,1955.0,Bethpage,102870
699999.0,1942, 4 ,3.0,0.0, Single Family ,0.14,1955.0,Bethpage,102870
799999.0,7050, 4 ,2.0,0.0, Single Family ,0.16,1950.0,Bethpage,102870
799999.0,7000, 4 ,2.0,0.0, Single Family ,0.16,1955.0,Bethpage,102870
995000.0,10000, 5 ,4.0,0.0, Single Family ,0.23,1987.0,Bethpage,102870
489000.0,6000, 2 ,1.0,0.0, Single Family ,0.14,1943.0,Bethpage,102870
1250000.0,3030, 7 ,4.0,0.0, Single Family ,0.17,1951.0,Bethpage,102870
599900.0,1422, 4 ,1.0,0.0, Single Family ,0.14,1950.0,Bethpage,102870
989000.0,1816, 4 ,2.0,0.0, Single Family ,0.14,1958.0,Bethpage,102870
549000.0,10000, 3 ,1.0,0.0, Single Family ,0.23,1961.0,Bethpage,102870
620000.0,7000, 3 ,2.0,0.0, Single Family ,0.16,1949.0,Bethpage,102870
899999.0,9730, 5 ,2.0,1.0, Single Family ,0.22,1975.0,Bethpage,102870
679000.0,8000, 2 ,1.0,1.0, Single Family ,0.18,1927.0,Bethpage,102870
599000.0,6000, 4 ,3.0,0.0, Single Family ,0.14,1958.0,Bethpage,102870
699000.0,7120, 4 ,2.0,1.0, Single Family ,0.16,1951.0,Bethpage,102870
890000.0,8000, 6 ,2.0,0.0, Single Family ,0.18,1958.0,Bethpage,102870
889000.0,2900, 6 ,3.0,0.0, Single Family ,0.18,1971.0,Bethpage,102870
699990.0,1889, 3 ,2.0,0.0, Single Family ,0.14,1956.0,Bethpage,102870
599999.0,7000, 3 ,1.0,1.0, Single Family ,0.16,1959.0,Bethpage,102870
675000.0,7350, 3 ,1.0,0.0, Single Family ,0.17,1961.0,Bethpage,102870
575000.0,1200, 4 ,2.0,0.0, Single Family ,0.16,1960.0,Bethpage,102870
988108.0,2500, 4 ,4.0,0.0, Single Family ,0.23,1998.0,Bethpage,102870
560000.0,5160, 3 ,1.0,0.0, Single Family ,0.12,1961.0,Bethpage,102870
749990.0,1915, 4 ,2.0,0.0, Single Family ,1.72,1939.0,Bethpage,102870
895000.0,7500, 4 ,3.0,0.0, Multi-Family ,0.17,1903.0,Bethpage,102870
849000.0,6000, 5 ,3.0,0.0, Single Family ,0.14,1957.0,Bethpage,102870
1399000.0,3400, 5 ,4.0,0.0, Single Family ,0.18,2024.0,Bethpage,102870
1399000.0,3400, 5 ,4.0,0.0, Single Family ,0.25,2024.0,Bethpage,102870
499000.0,864, 3 ,1.0,1.0, Single Family ,0.14,1951.0,Bethpage,102870
1100000.0,7500, 3 ,2.0,1.0, Multi-Family ,0.17,1947.0,Bethpage,102870
669999.0,6300, 4 ,2.0,0.0, Single Family ,0.14,1951.0,Bethpage,102870
749000.0,7500, 5 ,3.0,0.0, Single Family ,0.17,1957.0,Bethpage,102870
920000.0,7200, 6 ,3.0,0.0, Single Family ,0.17,1961.0,Bethpage,102870
549900.0,16087, 2 ,1.0,0.0, Single Family ,0.37,1918.0,Bethpage,102870
578000.0,6000, 3 ,1.0,0.0, Single Family ,0.14,1958.0,Bethpage,102870
849999.0,2200, 6 ,4.0,0.0, Single Family ,0.16,1951.0,Bethpage,102870
775000.0,2150, 3 ,2.0,0.0, Single Family ,0.23,1951.0,Bethpage,102870
249000.0,10400, 6 ,2.0,1.0, Multi-Family ,0.24,1971.0,Bethpage,102870
799000.0,1600, 4 ,3.0,0.0, Single Family ,0.16,1949.0,Bethpage,102870
1399999.0,7000, 5 ,4.0,0.0, Single Family ,0.16,2023.0,Bethpage,102870
529777.0,10000, 2 ,1.0,0.0, Single Family ,0.23,1920.0,Bethpage,102870
1399999.0,6300, 5 ,3.0,0.0, Single Family ,0.14,2004.0,Old Bethpage,116179
1688000.0,3300, 5 ,4.0,0.0, Single Family ,0.17,2024.0,Old Bethpage,116179
925000.0,9840, 4 ,3.0,0.0, Single Family ,0.23,1959.0,Old Bethpage,116179
415000.0,10300, 4 ,3.0,1.0, Single Family ,0.24,1987.0,Old Bethpage,116179
1498000.0,3200, 5 ,3.0,1.0, Single Family ,0.24,1963.0,Old Bethpage,116179
949900.0,16248, 4 ,2.0,0.0, Single Family ,0.37,1958.0,Old Bethpage,116179
1299000.0,6624, 5 ,4.0,0.0, Single Family ,0.15,1958.0,Old Bethpage,116179
729000.0,10455, 3 ,2.0,0.0, Single Family ,0.24,1960.0,Old Bethpage,116179
1749999.0,8867, 5 ,4.0,0.0, Single Family ,0.2,2024.0,Old Bethpage,116179
1778888.0,3609, 5 ,4.0,0.0, Single Family ,0.27,2024.0,Old Bethpage,116179
1788888.0,3600, 5 ,4.0,0.0, Single Family ,0.33,2024.0,Old Bethpage,116179
879999.0,7000, 4 ,3.0,0.0, Single Family ,0.16,1956.0,Old Bethpage,116179
1499000.0,3250, 4 ,2.0,1.0, Single Family ,0.17,1958.0,Old Bethpage,116179
699000.0,7242, 3 ,2.0,0.0, Single Family ,0.17,1958.0,Old Bethpage,116179
1079000.0,2706, 4 ,3.0,1.0, Single Family ,0.22,1961.0,Old Bethpage,116179
1249999.0,2846, 5 ,4.0,0.0, Single Family ,0.27,1960.0,Old Bethpage,116179
835999.0,10125, 3 ,3.0,0.0, Single Family ,0.23,1961.0,Old Bethpage,116179
1150000.0,10625, 3 ,2.0,1.0, Single Family ,0.24,1959.0,Old Bethpage,116179
1498000.0,7840, 4 ,2.0,1.0, Single Family ,0.18,2020.0,Old Bethpage,116179
899000.0,9500, 3 ,1.0,1.0, Single Family ,0.22,1958.0,Old Bethpage,116179
1299999.0,2400, 4 ,3.0,1.0, Single Family ,0.16,1954.0,Glen Head,139486
1480000.0,8510, 4 ,3.0,1.0, Single Family ,0.2,1984.0,Glen Head,139486
1349000.0,2376, 4 ,2.0,1.0, Single Family ,0.19,1966.0,Glen Head,139486
1098000.0,16200, 3 ,2.0,0.0, Single Family ,0.37,1909.0,Glen Head,139486
799000.0,875, 2 ,1.0,1.0, Single Family ,0.22,1925.0,Glen Head,139486
899000.0,10350, 3 ,2.0,0.0, Single Family ,0.24,1952.0,Glen Head,139486
750000.0,1720, 4 ,2.0,0.0, Single Family ,0.46,1922.0,Glen Head,139486
979000.0,2234, 5 ,2.0,0.0, Single Family ,0.13,1941.0,Glen Head,139486
3500000.0,5747, 5 ,6.0,1.0, Single Family ,3.91,1954.0,Glen Head,139486
719000.0,1279, 3 ,2.0,0.0, Single Family ,0.16,1973.0,Glen Head,139486
879000.0,7200, 3 ,2.0,0.0, Single Family ,0.17,1951.0,Glen Head,139486
649990.0,1340, 2 ,2.0,0.0, Single Family ,0.14,1941.0,Glen Head,139486
899000.0,10000, 3 ,1.0,1.0, Single Family ,0.23,1938.0,Glen Head,139486
629000.0,960, 3 ,1.0,0.0, Single Family ,0.16,1956.0,Glen Head,139486
1599000.0,9239, 5 ,3.0,0.0, Single Family ,0.21,2024.0,Glen Head,139486
3700000.0,5000, 5 ,3.0,1.0, Single Family ,2.06,1981.0,Glen Head,139486
935000.0,9600, 4 ,2.0,0.0, Single Family ,0.22,1928.0,Glen Head,139486
649000.0,5766, 3 ,1.0,1.0, Single Family ,0.13,1954.0,Massapequa,109697
749000.0,6076, 3 ,2.0,1.0, Single Family ,0.14,1953.0,Massapequa,109697
749000.0,1706, 3 ,3.0,0.0, Single Family ,0.16,1954.0,Massapequa,109697
687000.0,8550, 3 ,2.0,0.0, Single Family ,0.2,1954.0,Massapequa,109697
649000.0,1016, 3 ,1.0,0.0, Single Family ,0.14,1953.0,Massapequa,109697
589000.0,5400, 3 ,1.0,0.0, Single Family ,0.12,1954.0,Massapequa,109697
699000.0,1556, 3 ,2.0,1.0, Single Family ,0.11,1947.0,Massapequa,109697
629999.0,10000, 3 ,1.0,1.0, Single Family ,0.23,1953.0,Massapequa,109697
629990.0,6000, 3 ,2.0,0.0, Single Family ,0.14,1953.0,Massapequa,109697
774500.0,1760, 4 ,2.0,0.0, Single Family ,0.16,1962.0,Massapequa,109697
574990.0,1850, 4 ,2.0,0.0, Single Family ,0.3,1962.0,Massapequa,109697
629000.0,1687, 4 ,2.0,0.0, Single Family ,0.14,1953.0,Massapequa,109697
759000.0,7000, 3 ,2.0,0.0, Single Family ,0.16,1956.0,Massapequa,109697
749999.0,7000, 4 ,2.0,1.0, Single Family ,0.16,1956.0,Massapequa,109697
649000.0,2000, 4 ,3.0,0.0, Single Family ,0.16,1954.0,Massapequa,109697
699000.0,7000, 4 ,2.0,0.0, Single Family ,0.16,1962.0,Massapequa,109697
838000.0,7500, 4 ,2.0,0.0, Single Family ,0.17,1954.0,Massapequa,109697
739000.0,8385, 4 ,2.0,0.0, Single Family ,0.19,1956.0,Massapequa,109697
689000.0,8000, 3 ,2.0,0.0, Single Family ,0.18,1962.0,Massapequa,109697
699000.0,10000, 4 ,3.0,0.0, Single Family ,0.23,1962.0,Massapequa,109697
739000.0,7000, 4 ,1.0,1.0, Single Family ,0.16,1956.0,Massapequa,109697
799000.0,2029, 4 ,2.0,0.0, Single Family ,0.14,2020.0,Massapequa,109697
659000.0,7000, 4 ,2.0,0.0, Single Family ,0.16,1956.0,Massapequa,109697
829000.0,8400, 3 ,1.0,1.0, Single Family ,0.19,1958.0,Massapequa,109697
580000.0,1750, 3 ,1.0,2.0, Single Family ,0.19,1966.0,Massapequa,109697
1328000.0,2900, 4 ,3.0,0.0, Single Family ,0.14,2024.0,Massapequa,109697
585000.0,6000, 4 ,3.0,0.0, Single Family ,0.14,1954.0,Massapequa,109697
1249000.0,2900, 4 ,2.0,1.0, Single Family ,0.16,2024.0,Massapequa,109697
699000.0,7000, 4 ,1.0,1.0, Single Family ,0.16,1960.0,Massapequa,109697
749777.0,1300, 4 ,2.0,0.0, Single Family ,0.16,1954.0,Massapequa,109697
899000.0,6800, 4 ,3.0,1.0, Single Family ,0.16,1954.0,Massapequa,109697
1149000.0,6175, 4 ,2.0,1.0, Single Family ,0.14,1954.0,Massapequa,109697
799000.0,1722, 3 ,3.0,0.0, Single Family ,0.17,1954.0,Massapequa,109697
899000.0,2068, 4 ,3.0,0.0, Single Family ,0.18,1956.0,Massapequa,109697
699999.0,1571, 3 ,2.0,0.0, Single Family ,0.14,1953.0,Massapequa,109697
589999.0,7000, 4 ,1.0,1.0, Single Family ,0.16,1956.0,Massapequa,109697
750000.0,2600, 6 ,2.0,0.0, Single Family ,0.14,1954.0,Massapequa,109697
649000.0,6500, 3 ,2.0,0.0, Single Family ,0.15,1953.0,Seaford,116467
599000.0,1767, 3 ,1.0,0.0, Single Family ,0.17,1956.0,Massapequa,109697
1138888.0,7000, 4 ,2.0,1.0, Single Family ,0.16,2023.0,Massapequa,109697
549000.0,4900, 3 ,2.0,0.0, Single Family ,0.11,1950.0,Massapequa,109697
449000.0,4900, 3 ,1.0,0.0, Single Family ,0.11,1950.0,Massapequa,109697
650000.0,8000, 4 ,1.0,1.0, Single Family ,0.18,1938.0,Massapequa,109697
899000.0,1983, 4 ,2.0,1.0, Single Family ,0.16,1955.0,Merrick,132835
799990.0,7807, 5 ,2.0,0.0, Single Family ,0.18,1955.0,Merrick,132835
789000.0,1948, 4 ,2.0,1.0, Single Family ,0.18,1949.0,Merrick,132835
788800.0,2028, 4 ,2.0,0.0, Single Family ,0.11,1990.0,Merrick,132835
629000.0,1749, 5 ,2.0,0.0, Single Family ,0.15,1949.0,Merrick,132835
1399000.0,3400, 4 ,2.0,1.0, Single Family ,0.24,2024.0,Merrick,132835
1528000.0,6875, 5 ,3.0,0.0, Single Family ,0.16,2024.0,Merrick,132835
950000.0,1658, 4 ,1.0,1.0, Single Family ,0.28,1965.0,Merrick,132835
929999.0,2346, 4 ,2.0,0.0, Single Family ,0.18,1948.0,Merrick,132835
775000.0,6200, 4 ,2.0,0.0, Single Family ,0.14,1949.0,Merrick,132835
889000.0,9375, 4 ,2.0,0.0, Single Family ,0.22,1957.0,Merrick,132835
699999.0,1470, 3 ,1.0,1.0, Single Family ,0.14,1948.0,Merrick,132835
739000.0,1436, 3 ,2.0,0.0, Single Family ,0.16,1950.0,Merrick,132835
550000.0,1142, 4 ,2.0,0.0, Single Family ,0.11,1947.0,Merrick,132835
1699999.0,5500, 5 ,5.0,0.0, Single Family ,0.17,2024.0,Merrick,132835
1528000.0,9450, 5 ,3.0,1.0, Single Family ,0.22,2023.0,Merrick,132835
899999.0,2414, 5 ,2.0,1.0, Single Family ,0.14,2003.0,Merrick,132835
1199999.0,2550, 3 ,3.0,0.0, Single Family ,0.16,1949.0,Merrick,132835
1389000.0,3000, 4 ,2.0,1.0, Single Family ,0.14,2023.0,Merrick,132835
674999.0,4750, 4 ,3.0,0.0, Single Family ,0.11,1949.0,Merrick,132835
675000.0,1137, 3 ,2.0,0.0, Single Family ,0.18,1951.0,Merrick,132835
699999.0,6000, 4 ,2.0,0.0, Single Family ,0.14,1951.0,Merrick,132835
835000.0,1724, 4 ,2.0,0.0, Single Family ,0.22,1949.0,Merrick,132835
1385000.0,7500, 4 ,2.0,1.0, Single Family ,0.17,2024.0,Merrick,132835
1385000.0,7500, 4 ,1.0,1.0, Single Family ,0.17,2024.0,Merrick,132835
775000.0,5520, 5 ,1.0,1.0, Single Family ,0.13,1949.0,Merrick,132835
775000.0,1550, 3 ,2.0,1.0, Single Family ,0.17,1948.0,Merrick,132835
639000.0,1190, 4 ,2.0,0.0, Single Family ,0.14,1949.0,Merrick,132835
599999.0,1200, 2 ,2.0,0.0, Single Family ,0.11,1950.0,Merrick,132835
265000.0,5650, 4 ,2.0,0.0, Single Family ,0.13,1949.0,Merrick,132835
1389000.0,3000, 4 ,2.0,1.0, Single Family ,0.14,2023.0,Merrick,132835
1189000.0,9270, 5 ,3.0,0.0, Single Family ,0.21,1953.0,Merrick,132835
825000.0,1569, 4 ,2.0,0.0, Single Family ,0.18,1953.0,Merrick,132835
1385000.0,3100, 4 ,2.0,1.0, Single Family ,0.17,2023.0,Merrick,132835
859000.0,2400, 3 ,2.0,0.0, Single Family ,0.22,1914.0,Merrick,132835
950000.0,2400, 6 ,3.0,0.0, Single Family ,0.2,1948.0,Elmont,92285
599999.0,1400, 4 ,1.0,0.0, Single Family ,0.09,1942.0,Elmont,92285
899000.0,2200, 5 ,4.0,0.0, Single Family ,0.17,1938.0,Valley Stream,82417
1079000.0,1900, 4 ,4.0,0.0, Single Family ,0.09,2024.0,Rosedale,84261
852888.0,2582, 6 ,3.0,0.0, Single Family ,0.16,1949.0,Valley Stream,82417
600000.0,1229, 4 ,2.0,0.0, Single Family ,0.16,1950.0,Valley Stream,82417
759000.0,1168, 3 ,2.0,0.0, Single Family ,0.17,1951.0,Elmont,92285
768000.0,1585, 4 ,2.0,0.0, Single Family ,0.14,1949.0,Valley Stream,82417
545000.0,1109, 4 ,1.0,0.0, Single Family ,0.12,1950.0,Valley Stream,82417
769000.0,6200, 4 ,2.0,0.0, Single Family ,0.14,1948.0,Elmont,92285
899000.0,1798, 4 ,2.0,0.0, Single Family ,0.13,1941.0,Valley Stream,82417
625000.0,4300, 3 ,1.0,1.0, Single Family ,0.1,1941.0,Valley Stream,82417
624999.0,975, 3 ,2.0,0.0, Single Family ,0.15,1954.0,Valley Stream,82417
739999.0,4000, 4 ,2.0,0.0, Single Family ,0.09,1967.0,Valley Stream,82417
715000.0,1225, 4 ,2.0,0.0, Single Family ,0.13,1948.0,Valley Stream,82417
589000.0,5082, 2 ,2.0,5.0, Single Family ,0.12,1925.0,Jamaica,0
749000.0,5400, 4 ,2.0,0.0, Single Family ,0.12,1949.0,Valley Stream,82417
649000.0,1353, 3 ,2.0,0.0, Single Family ,0.16,1950.0,Valley Stream,82417
1150000.0,2320, 6 ,2.0,0.0, Multi-Family ,0.14,1971.0,Valley Stream,82417
775000.0,1575, 4 ,1.0,0.0, Single Family ,0.09,1955.0,Rosedale,84261
669888.0,1468, 3 ,2.0,1.0, Single Family ,0.14,1953.0,Valley Stream,82417
799999.0,8800, 4 ,2.0,0.0, Single Family ,0.2,1952.0,Elmont,92285
